ARGs abundance normalization aganist Cell number	L0Z	L1A	L1B	L1C	L1D	L5A	L5B	L5C	L5D	M0Z	S0Z	S1A	S1B	S1C	S1D	S5A	S5B	S5C	S5D	W1A	W1B
beta-lactam__mecI	0	0	0	0.000161076695372969	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
beta-lactam__mecR1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
beta-lactam__metallo-beta-lactamase	0	1.82474122624796e-05	0.000277031288232252	0	3.73750363445858e-05	0.00108260293408563	0.0088213744536173	0.00764158097362873	0.00259592826295407	0	0	0	0	0	0	0	0	0	2.69092812143751e-05	0.000118364192398828	0.000808579220109413
beta-lactam__penA	0	0.000205613684437425	0.000193619156379187	0.00067968348217909	0	0.0036021963257098	0.00171964406376252	0.000897203642442084	0.0121205440650969	0	0	0	0	0	0	0	0	0	0	0	0
beta-lactam__vim-48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
bleomycin__bleO	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
bleomycin__bleomycin resistance protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
carbomycin__carA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chloramphenicol__catA	0	0	0	0	0.000170716207235682	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chloramphenicol__catB	0	0	9.09398470850652e-05	0	0	0	0.000106292628160847	0	0	0.000102205517699966	0	0	0	0	0	0	0	0	0	9.48141977166085e-05	0
chloramphenicol__catD	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chloramphenicol__catP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chloramphenicol__catQ	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chloramphenicol__catS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chloramphenicol__cat_chloramphenicol acetyltransferase	0	0.000194139860832778	7.1459909284731e-05	9.76256001101573e-05	0.00023491533332554	0.000260253484592934	0.00110316181707	0.000441922991437394	0.00115022051421598	0	0	0	0	0	0.000133051209010454	0	0	0	0	5.2889552467768e-05	0
chloramphenicol__chloramphenicol and florfenicol exporter	0	0	2.94591236443804e-05	0	0	0	0	0	0	0	0	0	0	4.38420103471047e-05	0	0	0	0	0	0	0
chloramphenicol__chloramphenicol and florfenicol resistance gene	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chloramphenicol__chloramphenicol exporter	2.14587499319897e-05	0.00077222630634918	0.000437677012196868	0.000254721024645797	9.56899431063123e-05	0.000389387890616414	4.75579248695606e-05	0	0.000688010716062293	0	5.72154035720181e-05	0	0	0.00012740532533185	0	9.31650517697557e-05	0	0	5.86274780933397e-05	2.21706563897075e-05	0
chloramphenicol__cmlA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chloramphenicol__cmrA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chloramphenicol__floR	0	0.000131451828594629	6.60577906758423e-05	0	0	5.16412380251543e-05	6.99381248081773e-05	0.000256776877091178	0.000737424348943471	0	0	0	0	0	0	0	0	0	0	0	0.000326440757751081
fosfomycin__fosA	0	0	0	0.000162618230866583	0	0.000568530631348411	0.00308369777610765	0.00609729135259819	0.00465107955351258	0	0	0	0	0	0	0	0	0	0	7.49291532106937e-05	0
fosfomycin__fosB	0	8.74063988799908e-05	0	0	0	0	0	0	0.00025633190210823	0	0.000151940992153195	0	0	0	0	0	0	0	0	0	0
fosfomycin__fosC	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
fosfomycin__fosX	0	0	0	0.00015008921900592	0	0	0	0	0	0	6.78232841902669e-05	0	0	0	0	0	0	0	5.5007224286904e-05	0	0
fosmidomycin__rosA	0.000220482338198863	0.000150012137859667	0.000373859664177473	0.00220058946572324	0.000300232034318698	0.00318457257846014	0.0032372791584733	0.0118624462765768	0.00173913504024394	0	0.000483233271861146	0.000286634950809847	0.000178473700973872	0.000373377585005503	6.20338400130537e-05	0.000386853862030306	0.000713285644453932	0.000245947134146928	0.00069936061238035	0	6.69027602442292e-05
fosmidomycin__rosB	0.000121933085525612	0.00103883798099938	0.000939065097820315	0.00421219580669757	0.000552095340724292	0.00953622972102277	0.00600922639721647	0.0269031514026918	0.0223870527679778	0	0.000732771602703552	0.000182944871589342	0.000456597353804404	0.000631816892428318	0.000494216145847771	0.000603596585955465	0.000592921035540857	0.000813946565557063	0.00076026065237303	8.07559810541313e-05	0
fusaric-acid__fusB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
fusidic-acid__fusH	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
kasugamycin__kasugamycin resistance protein ksgA	0.000113374165493343	0.000294676019627732	0.000818194187065555	0.00165694622573246	7.66349028719807e-05	0.0112101774519607	0.0100001765415065	0.0272477676068517	0.0245895036050633	0	0	0	0	0	0	0	0	0	0	3.98378982002557e-05	0
macrolide-lincosamide-streptogramin__ereA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
macrolide-lincosamide-streptogramin__ereB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
macrolide-lincosamide-streptogramin__erm(31)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
macrolide-lincosamide-streptogramin__erm(33)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
macrolide-lincosamide-streptogramin__erm(34)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
macrolide-lincosamide-streptogramin__erm(35)	0	0	0	0	0	0	0	0	0	9.91594432980017e-05	0	0	0	0	0	0	0	0	0	0	0
macrolide-lincosamide-streptogramin__erm(36)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
macrolide-lincosamide-streptogramin__erm(38)	0	7.66277859611111e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
macrolide-lincosamide-streptogramin__erm(39)	0	0.000138454836718105	0.000133367067801425	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
macrolide-lincosamide-streptogramin__erm(41)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
macrolide-lincosamide-streptogramin__erm(TR)	0	0	0	0	0	0	0	0	0	8.83257560370081e-05	0	0	0	0	0	0	0	0	0	0	0
macrolide-lincosamide-streptogramin__ermA	0	7.2367674997703e-05	0	0	0	0	0	0	0	4.78874580923538e-05	0	0	0	0	0	0	0	0	0	0	0
macrolide-lincosamide-streptogramin__ermB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
macrolide-lincosamide-streptogramin__ermC	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
macrolide-lincosamide-streptogramin__ermE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
macrolide-lincosamide-streptogramin__ermF	0	0	0	0	0	0	0	0	0	0.000154572073376297	0	0	0	0	0	0	0	0	0	0	0
macrolide-lincosamide-streptogramin__ermG	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
macrolide-lincosamide-streptogramin__ermH	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
macrolide-lincosamide-streptogramin__ermN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
macrolide-lincosamide-streptogramin__ermO	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
macrolide-lincosamide-streptogramin__ermS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
macrolide-lincosamide-streptogramin__ermT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
macrolide-lincosamide-streptogramin__ermX	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
macrolide-lincosamide-streptogramin__lmrA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
macrolide-lincosamide-streptogramin__lmrB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
macrolide-lincosamide-streptogramin__lmrP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
macrolide-lincosamide-streptogramin__lnuA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
macrolide-lincosamide-streptogramin__lnuB	0	0	0	0	0	0	0	0	0	0.000241159086707786	0	0	0	0	0	0	0	0	0	0	0
macrolide-lincosamide-streptogramin__lsa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
macrolide-lincosamide-streptogramin__macA	0.000697031699367506	0.00165458643136357	0.00397670133072489	0.000812086490409878	0.0005952153653004	0.00614165382281536	0.0220106310604032	0.0257397915783811	0.00396043074514293	0	2.08807796233923e-05	3.77437452081167e-05	0	0.000123951915343404	2.51198759559032e-05	4.97436817633259e-05	0	0	4.40884330013936e-05	0.00220355458811534	0.00644537580423489
macrolide-lincosamide-streptogramin__macB	0.000122717913656079	0.000945359045135871	0.00108867089940255	0.000688922628714628	0.000647795493475525	0.00257093662607778	0.00625104856914413	0.00930273401270832	0.00615734966353191	1.67606103323238e-05	0.00107960106198212	0.000315177939998787	0.000334487109187235	0.000521685514853021	0.000450445090507216	0.00059156764529242	0.000956803575971457	0.00067692441490831	0.00130485827724052	0.000350610020025124	0.00370776289240823
macrolide-lincosamide-streptogramin__mefA	0	0	1.74884321317433e-05	5.71164812674557e-05	0	0	0	0	0	0.000429234830669838	0	0	0	0	0	0	0	0	0	0	0
macrolide-lincosamide-streptogramin__mgtA	0	0.000490070357304372	0.00030120364405319	2.26413025624655e-05	2.72011725111174e-05	0	0	0	0	0	0	0	0	0	0	0	0.000135030956164175	0	0	0	0
macrolide-lincosamide-streptogramin__mphA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
macrolide-lincosamide-streptogramin__mphB	0	0	0	0	6.92759221326183e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
macrolide-lincosamide-streptogramin__mphC	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
macrolide-lincosamide-streptogramin__msrA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
macrolide-lincosamide-streptogramin__msrC	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
macrolide-lincosamide-streptogramin__oleB	0	0	0	0	0	0	0	0	2.33877689919826e-05	0	0	0	0	0	0	0	0	0	0	0	0
macrolide-lincosamide-streptogramin__oleD	0	4.48156445166498e-05	4.89676099688813e-05	0	0	0	0	0	0.000276186554882936	0	0	0	0	0	0	0	5.6876675475213e-05	0	4.87730722010549e-05	0	0
macrolide-lincosamide-streptogramin__srmB	0	1.95559176072654e-05	3.65031274313478e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	8.58320738989578e-05	0	0	0	0
macrolide-lincosamide-streptogramin__tlcC	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
macrolide-lincosamide-streptogramin__vatA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
macrolide-lincosamide-streptogramin__vatB	0	0	0	0	9.86855117172204e-05	0	0	0	0	0.000112219288586233	0	0	0	0	0	0	0	0	0	0	0
macrolide-lincosamide-streptogramin__vatC	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
macrolide-lincosamide-streptogramin__vatD	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
macrolide-lincosamide-streptogramin__vatE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
macrolide-lincosamide-streptogramin__vatG	0	0	0	0.000103655836374272	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
macrolide-lincosamide-streptogramin__vgaA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
macrolide-lincosamide-streptogramin__vgaB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
macrolide-lincosamide-streptogramin__vgaD	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
macrolide-lincosamide-streptogramin__vgaE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
macrolide-lincosamide-streptogramin__vgbA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
macrolide-lincosamide-streptogramin__vgbB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
multidrug__EmrB-QacA family major facilitator transporter	0	0	3.9459336188516e-05	0.000129377615679966	3.6218933391502e-05	0.000411859763719062	0.000540411211381866	0.00332758462697547	0.000590154056621244	0	0	0	0	1.81077302211074e-05	0	0	5.25015465925043e-05	0	0	0	0
multidrug__TolC	0.000632068330331478	0.00154771335770378	0.00218429450159553	0.00256705034648687	0.000430008795832298	0.0124350488591167	0.0188498641640746	0.0405679520789029	0.0203586499479589	0	0	0	0	0	0	5.97564142758582e-05	2.81258285316987e-05	0	0	0.00100077976238694	0.0129241139617297
multidrug__abeS	0.000576463833290211	0.0013012983017908	0.00107144724564937	0.000190560834594549	0.000191938793431658	0.0015198406649369	0.0131943084706921	0.0157270439903339	0.000984584237676686	0	0	0	0	0	0	0	0	0	0	0.000621325017802153	0
multidrug__acrA	4.14894734312101e-05	4.90365085431487e-05	0.000120226590523026	0.000990807398737476	0.000199329891887631	0.00391746708527944	0.00323003898116896	0.0133223220011423	0.00824920115402176	0	0	0	0	0	0	0	0	0	0	0	0
multidrug__acrB	0.000176958361570824	0.00118604050330261	0.00568676989348162	0.0178468982727415	0.00103064416725394	0.025693876360891	0.0254041578568306	0.058084230793746	0.108368194212167	4.09602265591469e-05	0.00039380814356276	0.000246048560039029	0.000323001996436215	4.46527227820027e-05	0.000195027999601591	0.000231929403248519	0.00036585557298826	0.00028221830000871	0.000629653205420434	0.000634957780592148	0.00104422625833415
multidrug__acrF	0	1.36263784003327e-05	3.89944770505087e-05	0	0	9.66148791753014e-05	0.0002031851042931	0.000920544470175932	0.000200136704096388	0	2.25838934054161e-05	0	0	0	0	0	2.22346076905997e-05	0	0	0	0
multidrug__adeA	0.000836751237940348	0.00100848392966388	0.00989757209894475	0.00214513821141436	0.000335079353831561	0.00126675893049346	0.0073466023352074	0.0104910304475685	0.00155799512809839	0	0	0	0	0	0	0	0.000139637346975074	0	0	0.0025887734284532	4.75765029334187e-05
multidrug__adeB	0.00107157566708281	0.00176381748287571	0.0106543185865524	0.00300072637538811	0.000658546798290698	0.00437852374570758	0.0140956872720829	0.019957946363258	0.00756058934552882	0	0	0	2.78672941368282e-05	0	1.17840344735222e-05	9.802114520177e-06	4.65538221544741e-05	2.13496985068878e-05	7.75835893798416e-05	0.00375095723038949	0.00174037665605844
multidrug__adeC	0.000293983874991108	0.000453725488233028	0.00509950159111475	0.00204962759360667	0.000294457702884199	0.00127511530595826	0.00765892710825465	0.0051740016852066	0.000838524937021135	0	0	0	0	0	0	0	0	0	0	0.00127454554571016	0.0113701583775704
multidrug__adeJ	0.00121511467308124	0.00197138005274563	0.0137558254809556	0.00326587062829956	0.000573696210053	0.00732667327911029	0.0383066260631299	0.0251924265953882	0.00255092189091793	0	0	0	0	0	0	0	0	0	0	0.00621438829511459	0.132138450679663
multidrug__adeK	0.00121747707790283	0.00128922409469046	0.0127648573571199	0.00297325754975729	0.000529267500487988	0.00507159154216791	0.0239205531010806	0.0164117305974361	0.00400473720651794	0	0	0	0	0	0	0	0	0	0	0.00352578733963662	0.0662543209139712
multidrug__amrB	1.48375585712765e-05	9.2932376258298e-05	3.2332680266534e-05	9.61301093581565e-05	1.50124690810637e-05	8.79395336067449e-06	0.000301207517198845	0.000192113674561114	0.000317610157479975	0	1.6724605306009e-05	2.88145032761965e-05	2.4845539350907e-05	0	0	4.59430644809238e-05	2.25873878681468e-05	3.5613455981081e-05	0	7.81791544745196e-05	5.37218139080773e-05
multidrug__bicyclomycin-multidrug_efflux_protein_bcr	0	0	0.000245599246258445	0.000854261655200011	0.000289148333438486	0.00199178997977674	0.00236432075246041	0.0095701394299074	0.00932268455697524	0	0	0	0	0	0	0	0	0	0	0	0
multidrug__bpeE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
multidrug__bpeF	0	0.000109610365241005	0.000112611657232865	0.000142886221104727	6.67578132021196e-05	0.000166204083245088	0.00063966555908439	0.000486315486761621	0.000316395819985242	0	0.000112649936441374	5.07521750186521e-05	8.03788671738517e-05	6.62323086164689e-05	2.04557708066922e-05	7.68779505056988e-05	6.62042358264732e-05	4.95485415060205e-05	0.000129402637366607	4.21282957405154e-05	0.000246888030347881
multidrug__ceoA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
multidrug__ceoB	4.24061489364514e-05	0.000210698364656573	0.000349013722356981	0.000187426869201919	0.000137240279166789	0.000688845242666981	0.0027965378207031	0.00089736485748587	0.000980810091779316	0	0.000267757861033469	0.000142623207411673	2.82471793538833e-05	8.21100051903488e-05	1.48591281822894e-05	9.3698401400317e-05	2.25227293150891e-05	0.000105292085961987	0.000173884800444755	0.000289311055270325	0.000373204107445036
multidrug__cmeA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
multidrug__cmeB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.63032405640747e-06	1.14898102781331e-05	0	0
multidrug__emrA	7.88838320149466e-05	2.35569413484954e-05	0.000292550080070496	0.000662628820180885	0.00029795280911793	0.00528911634923727	0.00420993581405647	0.0156461990533084	0.0162503374164414	0	0	0	0	0	0	0	0	0	0	0	0
multidrug__emrB	0.00191541672126255	0.00170024418574669	0.0131199403986542	0.00707601974689586	0.000909320353540286	0.0180518642691538	0.0324715520350199	0.0500859211787638	0.0343588928246842	0	2.12115642510896e-05	0	0	0	0	3.4890214081363e-05	2.22709873848726e-05	2.37210621207542e-05	0	0.00425383933954854	0.0625037162775982
multidrug__emrD	0.00012806638699625	4.37919369007873e-05	4.28306771268282e-05	0.000538399604756486	3.1348085613066e-05	0.0010144718977518	0.00181932593882729	0.00764173589227209	0.00275174138422798	0	0	0	0	0	0	0	0	0	0	0	0
multidrug__emrE	0	0	7.88461516448088e-05	0.000285757359822885	0.000164482570274853	0.000172595937580439	0	0	0.000334691889336333	0	0.000497648258604879	0	0	8.50756409710333e-05	0	8.3283138132067e-05	0.000163881946284512	0	0	0.00106292914147191	0
multidrug__emrK	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
multidrug__major_facilitator_superfamily_transporter	0.00124912391232406	0.00179134413862627	0.0106163506620852	0.00426253456187906	0.000920037603883081	0.0139173564170134	0.0273801030499521	0.0387885318075366	0.0227428899186566	0	0	0	0	0	0	0	0	0	0	0.00352079256254053	0.0587074559504594
multidrug__mdfA	0.00129575389338469	0.00235822551703756	0.0122543265589272	0.0052128071208982	0.000737072561734095	0.00713584641559213	0.0377030997457606	0.0265145617628176	0.00724653254908514	0	3.2079551261604e-05	0	0	0	6.60723497854215e-05	5.30587880024483e-05	0	0	0	0.00451492589003442	0.0577926946287175
multidrug__mdtA	3.6841255171055e-05	0	8.36356359628073e-05	0.000109648886109773	0.000261516606050634	0.00221480144646442	0.00219699214647652	0.00798304008750013	0.00426114454642402	0	0	0	0	0	0	0	0	0	0	0	0
multidrug__mdtB	0.000335492463142728	0.00100925329715262	0.0029741633938787	0.00335034839266176	0.000894660593455251	0.0167005617926738	0.0186512156108747	0.0389719545935182	0.0462810267154647	0	0.00107962028433113	0.000374089811151007	0.000448873511211764	0.000364980298428727	0.000438764815125119	0.00045935780505107	0.000863596905893133	0.000399694173131219	0.00107350151514912	0.00151701879718392	0.00647211713436488
multidrug__mdtC	3.98278130556234e-05	0.000413195316826417	0.000330510549546632	0.000739052540067405	0.000227433261213927	0.00960800931047916	0.00689435478242787	0.0223875276562122	0.0189439006847247	0	0.000241879147828054	5.70907890383919e-05	5.07655499877002e-05	0.000153951650382019	5.12355625690158e-05	9.73727361332494e-05	9.95902934787658e-05	0.000152482001238632	0.000212756538500235	0.0002662087324696	0.000406770095923061
multidrug__mdtD	0	9.94317378341806e-05	0.000171542582693533	0.000933546846510975	8.348623138444e-05	0.00260129096602838	0.00213682205157023	0.0062279634236061	0.00941952367309004	0	0	0	0	0	0	0	0	0	0	1.294097330072e-05	0
multidrug__mdtE	2.2847594870452e-05	2.84388116188806e-05	4.33958031452886e-05	0.000125137962596574	0.000161607899760799	0.00179239273769958	0.001941372157695	0.00580354970783824	0.0030331313162094	0	0	0	0	0	0	0	0	0	0	2.43037330814689e-05	0
multidrug__mdtF	0	2.41844503919608e-05	0	2.70535338071085e-05	2.01748587117172e-05	0.00012802370087714	2.88538560383948e-05	0.000380190010937951	0	0	0	0	0	0	0	0	0	0	8.45775818515403e-06	0	0
multidrug__mdtG	0	0	5.01766867582363e-05	0.00165163018127017	5.1657601195187e-05	0.000493773517639791	0.00199310654176299	0.00528518839559615	0.00285938121431485	0	0	0	0	0	0	0	0	0	0	0	0
multidrug__mdtH	0.000153985806864093	0	9.9884179538514e-05	0.00197671235446409	0.000144901858402	0.000468127131871575	0.00184166904066523	0.00518403055020349	0.0027878630662905	0	0	0	0	0	0	0	0	0	0	0	0
multidrug__mdtK	0.00173270267741191	0.0016110078255462	0.0123412194080067	0.00367879437842592	0.000875087102204914	0.0132432445359721	0.0304652778693984	0.0419171740537847	0.0222948980514992	0	0	0	0	0	0	0	0	0	0	0.00290382229665715	0.0342888842644829
multidrug__mdtL	0.000565282628540022	0.00119894449686696	0.000878611512694366	0.0003457484366865	0.000637488276661117	0.00329484521178269	0.00950543854895315	0.0149473909361583	0.00135663527830121	0	0	0	0	0	0	0	0	0	0	0.000147603461398838	0
multidrug__mdtM	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
multidrug__mdtN	0	0	0	0	0	0	0.000325385596410756	0	0	0	0	0	0	0	0	0	0	0	0	0	0
multidrug__mdtO	0	0	0	0	0	0	5.12975153790696e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0
multidrug__mdtP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
multidrug__mepA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
multidrug__mexA	4.49484172682569e-05	5.53526561738383e-05	0.00054107225740176	0.000169904629727522	0	0.000547554212012324	0.00201745119721819	0.000827204840904	0.0032252845968299	0	0	0	0	0	0	0	0	0	0	0.000187103292454174	0.00171444187743671
multidrug__mexB	0.000640902887355343	0.0016166903862515	0.00406101678671783	0.00123031288310296	0.000459355265050262	0.00465961267783218	0.016865815076183	0.0198305123618884	0.0136005126501319	0	0.00020309985829937	0.000110651773886233	9.47382042594697e-06	8.74547140815197e-05	2.95527952422391e-05	2.96178306051367e-05	9.1974401264748e-05	7.9195051697508e-05	9.82069133615174e-05	0.00279096160779396	0.0287933410913986
multidrug__mexC	0	4.80581200889139e-05	0.000168450944592437	6.20366675526601e-05	0	0.00244454891588767	0.000810703046788493	0.000168774417957897	0.000544640452880812	0	0	0	0	0	0	6.09451801524583e-05	0	0	0	2.2516173112664e-05	3.81251886773824e-05
multidrug__mexD	5.6132450498564e-05	0.000330028617037549	0.000583426837876355	0.00106662895300466	0.000332367354761263	0.0188004387972893	0.0113143885800821	0.00321622485278679	0.0119699620231059	0	2.08107098931125e-05	0	1.23989484488467e-05	3.21142854593152e-05	1.88579701567327e-05	1.06785538570103e-05	1.09063615484589e-05	0	3.01616793573158e-05	0.000301565088258261	0.000692105359072107
multidrug__mexE	0.00127492133340824	0.00119231028127082	0.00994170357862711	0.00378427321810272	0.00104914769939308	0.0136189106139972	0.041708220371469	0.0414424909592302	0.0316096157230848	0	0	6.1105664796474e-05	0	5.51062743664402e-05	0.000138655131852912	0.000145412843031243	0	0.000113820215816388	0	0.00292303584103126	0.00985015249659193
multidrug__mexF	0.00045054317354508	0.00365841204570055	0.0121406255279565	0.0124451978633668	0.00285108332355113	0.0378663213974188	0.0887059526239505	0.0628540467639132	0.153833529980757	0	0.001880184654108	0.000716659509825669	0.000998729273788793	0.00144824583804635	0.00105299885092698	0.00138000634174691	0.00192769300897068	0.00157442477787766	0.00297815547960992	0.00446934806919202	0.0706126354087925
multidrug__mexG	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
multidrug__mexH	0	0	4.83058855098423e-05	0	0	0	0	3.0745819282218e-05	0	0	0	0	0	0	0	0	0	0	0	0	0
multidrug__mexI	0.000184459516368196	0.000189236127720936	0.00267251795515293	0.000519848456010854	7.22633028065026e-05	0.0117655822528183	0.0274133932638545	0.00740023940073818	0.018975871919187	0	9.86205918072758e-05	0	6.72538659933582e-05	0	7.57990426074631e-05	4.42504059488877e-05	0.000110547474198665	0.000118689421217232	2.91500868840124e-05	0.000749641615987902	1.72063533739323e-05
multidrug__mexT	0.00182189762172231	0.00396833362084945	0.0256251161848589	0.0159115366925576	0.00260943755783252	0.0447181340914526	0.119259387375831	0.0788787404000862	0.167370950637322	0	0.000305072311504267	6.06289946669526e-05	0	0.000153005555176194	4.23897906755867e-05	4.74129444278171e-05	7.76441457967546e-05	0	6.65816610639401e-05	0.00874936737038598	0.190764310274239
multidrug__mexW	0.000262786324374109	0.00126526406106969	0.0081345570397456	0.00236146160278091	0.00115415620781543	0.0344008735219188	0.073683943275916	0.0413519713233434	0.0906589122983822	2.08296330484226e-05	0.000456530917360484	0.000140582474170546	5.66504814236785e-05	7.70935188789547e-05	0.000226415087137434	0.00020056056210499	0.000239877172655184	0.000136730520545588	0.000265319565896638	0.00103358901218933	0.0336872809912752
multidrug__mexY	0	6.68848084788843e-05	1.94464671168284e-05	5.80812088290724e-05	1.78324576449556e-05	0.000198402012771087	0.000288171453206549	0.000389428607039331	0.000702649714446552	0	0	0	0	0	0	0	0	0	0	5.01614415807621e-05	0.000212386692393233
multidrug__mtrE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
multidrug__multidrug_ABC_transporter	0.0012754103822231	0.0041828485362657	0.0108115398183546	0.00328901944089698	0.00237043072353071	0.0049395657562478	0.0281947347151723	0.0221067935563814	0.00563692548567895	0	0.00187509946201288	0.000630327660819599	0.000499394320846341	0.000841845753744317	0.000616185505082942	0.000961204440564765	0.00120459524031332	0.000817982394700747	0.0020702533379822	0.00170651391996447	0.000716984508181908
multidrug__multidrug_transporter	0.00255558732001028	0.00772867247870139	0.0344360571372997	0.0235693924093333	0.00409189303103731	0.0583898260728988	0.155143468835721	0.129284760878089	0.163318398907346	0.000102141656603265	0.00139012750852007	0.000553699901178123	0.00064170529504155	0.00076545213854913	0.00112308620495679	0.000975667071116666	0.00170673974943148	0.00133797749918266	0.0022228224796514	0.0108786235976273	0.126371563546108
multidrug__norA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
multidrug__opcM	0	0	0	0	0	7.97473516376289e-05	9.07220580683869e-05	4.24358572298091e-05	0	0	0	0	0	0	0	0	0	0	0	2.17451738338726e-05	0
