ARGs abundance normalization aganist 16S	L0Z	L1A	L1B	L1C	L1D	L5A	L5B	L5C	L5D	M0Z	S0Z	S1A	S1B	S1C	S1D	S5A	S5B	S5C	S5D	W1A	W1B
beta-lactam__metallo-beta-lactamase	0	3.22606231864422e-05	0.000423798963196903	0	8.27809372343817e-05	0.00142159365291574	0.00742152693730938	0.00699189202137228	0.000894708845539447	0	0	0	0	0	0	0	0	0	9.70003082274548e-05	0.000383685776457905	0.000513419157857954
beta-lactam__penA	0	0.000363515960520664	0.000296196138176877	0.00133369996506918	0	0.00473013629647194	0.00144675694347884	0.000820923184716061	0.00417744902374628	0	0	0	0	0	0	0	0	0	0	0	0
beta-lactam__vim-48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
bleomycin__bleO	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
bleomycin__bleomycin resistance protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
carbomycin__carA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chloramphenicol__catA	0	0	0	0	0.00037811461922808	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chloramphenicol__catB	0	0	0.000139118628635279	0	0	0	8.94252485574578e-05	0	0	0.00202107903678042	0	0	0	0	0	0	0	0	0	0.000307346827894975	0
chloramphenicol__catD	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chloramphenicol__catP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chloramphenicol__catQ	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chloramphenicol__catS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chloramphenicol__cat_chloramphenicol acetyltransferase	0	0.000343230744486041	0.00010931846600527	0.000191564548603326	0.00052030749305833	0.00034174551924617	0.000928103118696988	0.000404350598201514	0.000396433323322608	0	0	0	0	0	0.00121438429008015	0	0	0	0	0.000171445169301959	0
chloramphenicol__chloramphenicol and florfenicol exporter	0	0	4.50661950021727e-05	0	0	0	0	0	0	0	0	0	0	0.000385028142699481	0	0	0	0	0	0	0
chloramphenicol__chloramphenicol and florfenicol resistance gene	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chloramphenicol__chloramphenicol exporter	8.8417119313311e-05	0.00136526218213495	0.000669552761234123	0.000499822977282492	0.000211941015955498	0.000511315216681983	4.00110461649485e-05	0	0.000237128769030916	0	0.000258500868786056	0	0	0.00111889567549872	0	0.000626192263114727	0	0	0.000211335390207834	7.18677273850143e-05	0
chloramphenicol__cmlA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chloramphenicol__cmrA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chloramphenicol__floR	0	0.000232401057665579	0.000101054373237545	0	0	6.7811432884463e-05	5.88397737719832e-05	0.000234945648603675	0.00025415959960507	0	0	0	0	0	0	0	0	0	0	0	0.000207278315799896
fosfomycin__fosA	0	0	0	0.00031909548269591	0	0.000746552139816345	0.00259435150749319	0.00557889825513021	0.00160303428920639	0	0	0	0	0	0	0	0	0	0	0.00024288807067688	0
fosfomycin__fosB	0	0.000154530673050518	0	0	0	0	0	0	8.83469791839321e-05	0	0.000686473851860152	0	0	0	0	0	0	0	0	0	0
fosfomycin__fosC	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
fosfomycin__fosX	0	0	0	0.000294510594113147	0	0	0	0	0	0	0.000306427584051544	0	0	0	0	0	0	0	0.00019828540450631	0	0
fosmidomycin__rosA	0.000908459871371411	0.000265214869005524	0.000571925788854306	0.00431807770899067	0.000664975652720327	0.00418174385294099	0.00272356134574333	0.0108538983963379	0.000599407744158214	0	0.0021832620728647	0.00403844700006373	0.00204150143380076	0.00327906674311025	0.000566194935960928	0.00260016917028183	0.00363034906281711	0.00167628339737082	0.00252099617312691	0	4.24808824771885e-05
fosmidomycin__rosB	0.000502404483267985	0.00183661990942661	0.00143656991731923	0.00826532576935104	0.00122282074394592	0.0125222675990643	0.00505563342921521	0.024615839352014	0.00771588892609644	0	0.00331068355888096	0.00257754040726579	0.0052228655951825	0.005548725587441	0.00451080698841556	0.00405696669499921	0.00301773958642921	0.00554755443247087	0.0027405235028721	0.000261776139104389	0
fusaric-acid__fusB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
fusidic-acid__fusH	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
kasugamycin__kasugamycin resistance protein ksgA	0.000467138912995504	0.000520974256214843	0.00125166312579615	0.00325132091822501	0.00016973653285898	0.0147203712571003	0.00841326711283713	0.0249311562081223	0.00847498241643955	0	0	0	0	0	0	0	0	0	0	0.000129137322644947	0
macrolide-lincosamide-streptogramin__ereA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
macrolide-lincosamide-streptogramin__ereB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
macrolide-lincosamide-streptogramin__erm(31)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
macrolide-lincosamide-streptogramin__erm(33)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
macrolide-lincosamide-streptogramin__erm(34)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
macrolide-lincosamide-streptogramin__erm(35)	0	0	0	0	0	0	0	0	0	0.00196084396085862	0	0	0	0	0	0	0	0	0	0	0
macrolide-lincosamide-streptogramin__erm(36)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
macrolide-lincosamide-streptogramin__erm(38)	0	0.000135474558964496	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
macrolide-lincosamide-streptogramin__erm(39)	0	0.000244782068353193	0.000204023254627722	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
macrolide-lincosamide-streptogramin__erm(41)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
macrolide-lincosamide-streptogramin__erm(TR)	0	0	0	0	0	0	0	0	0	0.00174661151326703	0	0	0	0	0	0	0	0	0	0	0
macrolide-lincosamide-streptogramin__ermA	0	0.000127942869947663	0	0	0	0	0	0	0	0.000946958049361642	0	0	0	0	0	0	0	0	0	0	0
macrolide-lincosamide-streptogramin__ermB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
macrolide-lincosamide-streptogramin__ermC	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
macrolide-lincosamide-streptogramin__ermE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
macrolide-lincosamide-streptogramin__ermF	0	0	0	0	0	0	0	0	0	0.00305660970369138	0	0	0	0	0	0	0	0	0	0	0
macrolide-lincosamide-streptogramin__ermG	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
macrolide-lincosamide-streptogramin__ermH	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
macrolide-lincosamide-streptogramin__ermN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
macrolide-lincosamide-streptogramin__ermO	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
macrolide-lincosamide-streptogramin__ermS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
macrolide-lincosamide-streptogramin__ermT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
macrolide-lincosamide-streptogramin__ermX	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
macrolide-lincosamide-streptogramin__lmrA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
macrolide-lincosamide-streptogramin__lmrB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
macrolide-lincosamide-streptogramin__lmrP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
macrolide-lincosamide-streptogramin__lnuA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
macrolide-lincosamide-streptogramin__lnuB	0	0	0	0	0	0	0	0	0	0.0047688381766729	0	0	0	0	0	0	0	0	0	0	0
macrolide-lincosamide-streptogramin__lsa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
macrolide-lincosamide-streptogramin__macA	0.00287200023875866	0.00292523611697953	0.0060835074321715	0.00159350602492268	0.00131832609717341	0.00806476300592535	0.0185178049272103	0.0235513886445421	0.00136499627913194	0	9.43399737936466e-05	0.00053177783859306	0	0.00108856722971569	0.000229273998759487	0.0003343432764468	0	0	0.000158926266232488	0.00714297572579715	0.00409258528439616
macrolide-lincosamide-streptogramin__macB	0.000505638233727441	0.00167135325778401	0.00166543498163515	0.00135182935872784	0.00143478437296238	0.00337596276031494	0.0052590812901394	0.00851181345128334	0.00212218314645269	0.000331435317276575	0.00487766921216322	0.00444059387272266	0.00382608703280928	0.00458153271865979	0.00411130004397568	0.00397611631780755	0.00486976149364013	0.00461366285857137	0.00470364310652269	0.00113652680798922	0.00235429807545587
macrolide-lincosamide-streptogramin__mefA	0	0	2.67535824298613e-05	0.000112076063445085	0	0	0	0	0	0.00848797146813031	0	0	0	0	0	0	0	0	0	0	0
macrolide-lincosamide-streptogramin__mgtA	0	0.000866422860645835	0.000460777527604949	4.44275978869887e-05	6.02471268143819e-05	0	0	0	0	0	0	0	0	0	0	0	0.00068725553216089	0	0	0	0
macrolide-lincosamide-streptogramin__mphA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
macrolide-lincosamide-streptogramin__mphB	0	0	0	0	0.000153437329372522	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
macrolide-lincosamide-streptogramin__mphC	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
macrolide-lincosamide-streptogramin__msrA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
macrolide-lincosamide-streptogramin__msrC	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
macrolide-lincosamide-streptogramin__oleB	0	0	0	0	0	0	0	0	8.06079431900319e-06	0	0	0	0	0	0	0	0	0	0	0	0
macrolide-lincosamide-streptogramin__oleD	0	7.9232090545902e-05	7.49100308036115e-05	0	0	0	0	0	9.51900548251785e-05	0	0	0	0	0	0	0	0.000289480360516253	0	0.000175813058662262	0	0
macrolide-lincosamide-streptogramin__srmB	0	3.45740031473027e-05	5.58420229626922e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000436852180415437	0	0	0	0
macrolide-lincosamide-streptogramin__tlcC	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
macrolide-lincosamide-streptogramin__vatA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
macrolide-lincosamide-streptogramin__vatB	0	0	0	0	0.000218575818257083	0	0	0	0	0.00221909791944747	0	0	0	0	0	0	0	0	0	0	0
macrolide-lincosamide-streptogramin__vatC	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
macrolide-lincosamide-streptogramin__vatD	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
macrolide-lincosamide-streptogramin__vatE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
macrolide-lincosamide-streptogramin__vatG	0	0	0	0.000203397300326265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
macrolide-lincosamide-streptogramin__vgaA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
macrolide-lincosamide-streptogramin__vgaB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
macrolide-lincosamide-streptogramin__vgaD	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
macrolide-lincosamide-streptogramin__vgaE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
macrolide-lincosamide-streptogramin__vgbA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
macrolide-lincosamide-streptogramin__vgbB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
multidrug__EmrB-QacA family major facilitator transporter	0	0	6.03643937543666e-05	0.000253869523149068	8.02203166877323e-05	0.000540823609063012	0.000454654360676174	0.00304467262521758	0.000203401635640405	0	0	0	0	0.000159025229006102	0	0	0.000267212640476542	0	0	0	0
multidrug__TolC	0.00260432975612302	0.0027362892181798	0.0033415061201203	0.00503716074791744	0.000952414622686569	0.0163287812874329	0.0158586142549404	0.0371188555670306	0.00701678257123789	0	0	0	0	0	0	0.000401642070499747	0.000143149628826719	0	0	0.00324409732717943	0.0082063544811275
multidrug__abeS	0.00237522090938982	0.00230063822548422	0.00163908645382214	0.000373925489004802	0.000425119940096345	0.00199574172089455	0.0111005281829133	0.0143899271335692	0.000339345366048595	0	0	0	0	0	0	0	0	0	0	0.00201406833482946	0
multidrug__acrA	0.000170950299259749	8.66943927025797e-05	0.000183921118576472	0.00194419877447936	0.000441490280227551	0.00514412640922982	0.00271747009871856	0.0121896551547901	0.00284315762745253	0	0	0	0	0	0	0	0	0	0	0	0
multidrug__acrB	0.000729126748672858	0.00209686750156784	0.00869954870504151	0.0350198411864256	0.00228274534193969	0.0337392874187014	0.0213728192636484	0.0531458962819165	0.0373500236198466	0.000809974423137191	0.00177923672456247	0.00346661866025823	0.0036947126397159	0.000392147959984337	0.00178005852485957	0.00155887207857684	0.00186206388261348	0.00192349405647557	0.00226972078947837	0.00205825988524971	0.000663046678462175
multidrug__acrF	0	2.40908383416594e-05	5.96532581206366e-05	0	0	0.000126867473464621	0.000170942037740265	0.000842279569967714	6.89788242716618e-05	0	0.000102034691733379	0	0	0	0	0	0.000113165584950852	0	0	0	0
multidrug__adeA	0.00344769076833511	0.00178295528025999	0.0151411806964663	0.00420926921522282	0.000742158019655967	0.00166341361053562	0.00618078366530331	0.00959908065300463	0.000536976326468562	0	0	0	0	0	0	0	0.000710700286297389	0	0	0.008391689436133	3.0209393789018e-05
multidrug__adeB	0.00441524477940159	0.00311835181702527	0.0162988419083009	0.00588813582640923	0.00145859714148753	0.00574955172396238	0.0118588688576478	0.0182611172245388	0.00260582168678195	0	0	0	0.000318764729066783	0	0.000107555177024238	6.58831628180552e-05	0.000236941015066181	0.000145511535517989	0.000279666782002957	0.0121589892030272	0.00110507751731272
multidrug__adeC	0.00121131041806536	0.000802166728926701	0.00780115307886649	0.00402185476279938	0.000652186245276203	0.00167438658127874	0.0064435462006142	0.00473410688523843	0.000289004780703946	0	0	0	0	0	0	0	0	0	0	0.00413152818792528	0.00721964773981431
multidrug__adeJ	0.0050066727730965	0.00348531332136699	0.0210434879538196	0.00640841164613721	0.00127066391369221	0.00962084241843254	0.0322278187713003	0.0230505607568871	0.000879197015054365	0	0	0	0	0	0	0	0	0	0	0.0201443726341478	0.0839032346879098
multidrug__adeK	0.00501640665925662	0.00227929155780686	0.019527517443331	0.0058342354849343	0.00117225999017499	0.00665963680637578	0.0201246449891051	0.0150164015296215	0.0013802668794303	0	0	0	0	0	0	0	0	0	0	0.0114290853138734	0.042069146475838
multidrug__amrB	6.11356295531028e-05	0.000164300358273498	4.94621256023846e-05	0.000188630041562916	3.3250703739119e-05	1.15475654905098e-05	0.000253409456130121	0.000175780126258677	0.000109467053225553	0	7.55622565218011e-05	0.000405972279323602	0.000284199878927011	0	0	0.000308798105890978	0.000114961100109326	0.000242727955302861	0	0.000253423176211149	3.41114485375403e-05
multidrug__bicyclomycin-multidrug_efflux_protein_bcr	0	0	0.000375714622671101	0.00167626368680825	0.000640426669317869	0.00261547045924395	0.00198913108666748	0.00875648399909776	0.00321314285002925	0	0	0	0	0	0	0	0	0	0	0	0
multidrug__bpeE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
multidrug__bpeF	0	0.000193786310053361	0.00017227188987824	0.000280376606306917	0.000147860039349227	0.000218246840453518	0.000538158220419629	0.000444968833477359	0.000109048521437324	0	0.000508955711587967	0.00071505574729006	0.000919427185558964	0.000581663627452292	0.000186703802948347	0.000516721419634453	0.000336954048291775	0.00033770427038545	0.000466459717374427	0.000136561805850736	0.000156765152348666
multidrug__ceoA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
multidrug__ceoB	0.000174727304340445	0.000372505451754485	0.000533916781097942	0.000367775906670863	0.000303969709380115	0.000904540338830385	0.00235276043168555	0.00082107069322016	0.000338044574433156	0	0.00120973785694485	0.00200944184400332	0.000323110109988823	0.000721104313994409	0.000135622156033484	0.000629777077439931	0.000114632012990692	0.000717631356774331	0.000626805268592617	0.000937821942849245	0.000236971386090817
multidrug__cmeA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
multidrug__cmeB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.8821051035477e-05	4.14174993963982e-05	0	0
multidrug__emrA	0.000325027376210727	4.16476373382305e-05	0.000447539414801064	0.0013002346790829	0.000659927459681842	0.00694527420430385	0.00354186892446806	0.0143159556514758	0.00560081757149386	0	0	0	0	0	0	0	0	0	0	0	0
multidrug__emrB	0.0078921479263857	0.00300595702077154	0.0200707189921932	0.0138848265945901	0.0020140285729319	0.0237043655252977	0.0273187017954241	0.0458276047694073	0.0118420858433909	0	9.58344684280014e-05	0	0	0	0	0.000234508345148138	0.000113350743575641	0.000161673860274654	0	0.0137891165972086	0.0396876454107918
multidrug__emrD	0.00052767570594557	7.742222045729e-05	6.55218285096863e-05	0.00105646753655811	6.94320102762699e-05	0.00133212904334441	0.00153062048706205	0.00699203376879735	0.000948411168459662	0	0	0	0	0	0	0	0	0	0	0	0
multidrug__emrE	0	0	0.000120617846209205	0.000560723617399343	0.000364307908640864	0.000226640148163488	0	0	0.000115354417991028	0	0.00224838940508922	0	0	0.00074714904204223	0	0.00055977274477451	0.000834095954029883	0	0	0.00344555886962163	0
multidrug__emrK	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
multidrug__major_facilitator_superfamily_transporter	0.00514680204313402	0.00316701773501833	0.016240759057347	0.00836410232901074	0.00203776591514537	0.0182752373237403	0.0230352053866392	0.0354907220118187	0.00783853123899362	0	0	0	0	0	0	0	0	0	0	0.0114128943959149	0.0372771545996311
multidrug__mdfA	0.00533893292736923	0.00416923910631608	0.018746513881117	0.0102287621478823	0.00163252168927814	0.00937026277427856	0.0317200649234977	0.0242602876916964	0.00249757932978393	0	0.000144936351990481	0	0	0	0.000603055200962453	0.000356625171201413	0	0	0	0.014635446841311	0.0366963135691305
multidrug__mdtA	0.000151798108670596	0	0.000127944738782126	0.000215157083272985	0.00057922591838127	0.00290831253050473	0.00184835554616397	0.00730432020372635	0.00146863985889551	0	0	0	0	0	0	0	0	0	0	0	0
multidrug__mdtB	0.00138233947627054	0.00178431548817819	0.00454983756797631	0.00657417702713157	0.00198155907462073	0.0219299356182184	0.0156914888714322	0.0356585501508214	0.0159511511060991	0	0.00487775605929894	0.00527061292186734	0.00513451512314497	0.00320532031522581	0.00400469189638106	0.00308749147947902	0.00439537546050162	0.00272416553569378	0.00386966775598886	0.0049175221264342	0.00410956508161811
multidrug__mdtC	0.000164103711077675	0.000730511166558599	0.000505610861203778	0.00145019611733402	0.000503735657886206	0.0126165232172299	0.00580030243611014	0.020484134963421	0.00652917715544124	0	0.00109281707287235	0.000804361523505613	0.000580690278299023	0.00135203010862898	0.000467636955274437	0.000654473462384172	0.000506876216292152	0.00103926011563728	0.00076692683269832	0.000862934153880853	0.000258284599574989
multidrug__mdtD	0	0.0001757909439925	0.000262423674789722	0.00183184000969154	0.0001849113514286	0.00341582182189108	0.00179773373178397	0.00569846055694306	0.00324651927842236	0	0	0	0	0	0	0	0	0	0	4.19490665916708e-05	0
multidrug__mdtE	9.41396180152812e-05	5.02785694930231e-05	6.63863511498089e-05	0.000245550319699991	0.000357940880199757	0.00235363683140032	0.00163329941829731	0.00531013059181163	0.00104539461163965	0	0	0	0	0	0	0	0	0	0	7.87822440993684e-05	0
multidrug__mdtF	0	4.27570457576888e-05	0	5.30854405610394e-05	4.46847381586322e-05	0.000168111202047907	2.42750912525184e-05	0.000347866169743692	0	0	0	0	0	0	0	0	0	0	3.04878136408546e-05	0	0
multidrug__mdtG	0	0	7.67596611938241e-05	0.00324088957996307	0.000114414996223461	0.000648386658260327	0.00167682416911301	0.00483584047622414	0.00098551015516336	0	0	0	0	0	0	0	0	0	0	0	0
multidrug__mdtH	0.000634472254964042	0	0.000152801555370551	0.0038787777946999	0.000320939129929672	0.000614709731955746	0.00154941800359705	0.00474328309385248	0.000960860814668424	0	0	0	0	0	0	0	0	0	0	0	0
multidrug__mdtK	0.00713930587050824	0.00284819105650509	0.0188794414633553	0.00721866583880074	0.00193820628866721	0.0173900437395821	0.0256307995482089	0.0383533663827626	0.00768412701604359	0	0	0	0	0	0	0	0	0	0	0.00941294229283913	0.0217722266973142
multidrug__mdtL	0.00232915066216679	0.00211968119525719	0.00134408878689748	0.000678440318209771	0.00141195520270264	0.00432654567333697	0.00799703817278351	0.0136765603593714	0.00046757593458523	0	0	0	0	0	0	0	0	0	0	0.000478466904111181	0
multidrug__mdtM	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
multidrug__mdtN	0	0	0	0	0	0	0.000273750760890177	0	0	0	0	0	0	0	0	0	0	0	0	0	0
multidrug__mdtO	0	0	0	0	0	0	4.31572080070464e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0
multidrug__mdtP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
multidrug__mepA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
multidrug__mexA	0.000185202287418775	9.78610642159206e-05	0.000827725500482937	0.000333393122937451	0	0.000719007466095073	0.00169730561644191	0.000756875697204149	0.00111162188083042	0	0	0	0	0	0	0	0	0	0	0.000606508358551696	0.00108860985172344
multidrug__mexB	0.00264073104160959	0.00285823757417076	0.00621249215104313	0.002414165258155	0.00101741330801186	0.00611865680324123	0.0141894102291785	0.0181445176909471	0.00468753283578678	0	0.000917611107201707	0.00155899105478953	0.000108367887692166	0.000768042474935125	0.000269734116187632	0.000199070960868611	0.000468114259737086	0.000539763761732428	0.000354008001560637	0.009047096506538	0.0182827514823622
multidrug__mexC	0	8.49646449006442e-05	0.000257694125899467	0.000121730634210396	0	0.00320999981955813	0.000682054087096642	0.000154425178559772	0.000187714983416587	0	0	0	0	0	0	0.00040963214811406	0	0	0	7.29877439156898e-05	2.42081440842229e-05
multidrug__mexD	0.000231284188911738	0.000583476095231501	0.000892519002351666	0.00209297862117128	0.000736151287709322	0.0246873379193551	0.00951892928565479	0.00294278068435629	0.00412554963697531	0	9.40233967003793e-05	0	0.000141827456358111	0.000282033227642301	0.000172120365319922	7.1773993353638e-05	5.55091774719566e-05	0	0.000108724278846749	0.000977544244555784	0.000439462382616876
multidrug__mexE	0.00525309591697126	0.00210795219355514	0.015208692476284	0.00742564030335809	0.0023237283049662	0.0178833404925484	0.0350896204011795	0.0379190409528615	0.0108945240109846	0	0	0.000860927768881639	0	0.000483952863986304	0.00126553238496268	0.00097736646450553	0	0.000775755890467885	0	0.0094752243355945	0.00625449785722706
multidrug__mexF	0.00185638630662954	0.0064679117657557	0.0185725754810637	0.0244204256699559	0.00631478582337399	0.0497232368978416	0.0746293698742583	0.0575101814135296	0.0530200398749524	0	0.00849472932500344	0.0100971337910659	0.0114241327057879	0.0127187462614169	0.00961092553422578	0.00927546625945957	0.00981121457151071	0.0107306886283494	0.010735403787639	0.0144877031595035	0.0448365217706278
multidrug__mexG	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
multidrug__mexH	0	0	7.38977330900492e-05	0	0	0	0	2.81318027345082e-05	0	0	0	0	0	0	0	0	0	0	0	0	0
multidrug__mexI	0.000760033977696397	0.00033456115978809	0.00408838418846532	0.00102006578915251	0.000160053996438207	0.0154496875325683	0.0230632128383718	0.00677106936389574	0.00654019631443896	0	0.000445570721707602	0	0.000769294652965063	0	0.000691832620163466	0.00029742120375094	0.000562644043763369	0.000808942567759871	0.000105077775585317	0.00243001552806037	1.09254247936959e-05
multidrug__mexT	0.0075068184263762	0.00701583949432387	0.0392009788505869	0.0312222034041861	0.0057795712812267	0.0587205277143798	0.10033433685312	0.0721724519523562	0.057685827516339	0	0.00137832563685685	0.00085421188497025	0	0.00134372133635709	0.000386899872906634	0.000318677641542681	0.000395178781625806	0	0.00024000795837118	0.0283616839264241	0.121128578492408
multidrug__mexW	0.00108276623147813	0.00223693127104096	0.0124441425425567	0.00463374694209685	0.0025563087542437	0.0451726684953256	0.0619911752691947	0.0378362173170041	0.0312463683676849	0.000411898845046498	0.00206262005330146	0.00198068961747869	0.000648006055911141	0.000677048660705212	0.00206653458395275	0.00134803201297481	0.00122088237119457	0.000931903932523629	0.000956401602321505	0.00335045079633518	0.0213902299328498
multidrug__mexY	0	0.000118249402830198	2.97489596014342e-05	0.000113969087402508	3.94966186368854e-05	0.00026052676674048	0.000242442060903447	0.000356319298303455	0.000242174224843831	0	0	0	0	0	0	0	0	0	0	0.000162601807785858	0.000134858025085056
multidrug__mtrE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
multidrug__multidrug_ABC_transporter	0.00525511095920578	0.00739509244014266	0.0165393569615119	0.00645383509890906	0.00525020163549544	0.00648627036391018	0.0237205646670105	0.0202272689406035	0.00194281450903596	0	0.00847175427820719	0.00888079016080215	0.00571240589776875	0.00739323549347742	0.00562404507792962	0.00646056404756457	0.00613092557763914	0.00557506112984162	0.00746267469180536	0.00553178376963501	0.000455259760865661
multidrug__multidrug_transporter	0.0105298616976792	0.0136639533858447	0.0526798449536209	0.0462487299709702	0.00906302102422362	0.0766731767729733	0.130524040121636	0.118292941105783	0.0562890809530538	0.00201981620550952	0.00628063679081653	0.00780116904282126	0.00734025390159109	0.00672233350837618	0.0102506264606593	0.00655777203686799	0.00868664762567147	0.00911915268179445	0.00801264307074534	0.0352638163388531	0.0802414656714229
multidrug__norA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
multidrug__opcM	0	0	0	0	0	0.000104718290848384	7.63255432929261e-05	3.88279509972004e-05	0	0	0	0	0	0	0	0	0	0	0	7.0488496035598e-05	0
multidrug__opmD	0	0	0	0	0	0.00207045630151037	0.000852739348069414	0	1.06332860080114e-05	0	0	0	0	0	0	0	0	0	0	0	0
multidrug__oprA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
multidrug__oprC	6.9220181874135e-05	9.37613254239259e-05	9.22115861415015e-05	6.75088464846579e-05	2.33801667256827e-05	4.96660966013834e-05	0.000241634342026762	4.15142991767397e-05	2.6380226438331e-05	0	0.00010990367505402	0.00050723878826839	0	0	7.26664735916013e-05	0	0.00011112666123879	0.000252303493020193	0.000177932632339028	0.000231791661356616	7.15170585394837e-05
