Subtype ppm	L0Z	L1A	L1B	L1C	L1D	L5A	L5B	L5C	L5D	M0Z	S0Z	S1A	S1B	S1C	S1D	S5A	S5B	S5C	S5D	W1A	W1B
carbomycin__carA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chloramphenicol__catA	0	0	0	0	0.037143807599831	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chloramphenicol__catB	0	0	0.0168800296791434	0	0	0	0.0166232804587786	0	0	0.0242632759547296	0	0	0	0	0	0	0	0	0	0.021864254333927	0
chloramphenicol__catD	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chloramphenicol__catP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chloramphenicol__catQ	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chloramphenicol__catS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chloramphenicol__cat_chloramphenicol acetyltransferase	0	0.0466905082927946	0.0168800296791434	0.0193497755600183	0.0557157113997466	0.0579130298410013	0.199479365505343	0.0862523693957135	0.297194594476118	0	0	0	0	0	0.0212140684064607	0	0	0	0	0.0109321271669635	0
chloramphenicol__chloramphenicol and florfenicol exporter	0	0	0.0168800296791434	0	0	0	0	0	0	0	0	0	0	0.020804473194747	0	0	0	0	0	0	0
chloramphenicol__chloramphenicol and florfenicol resistance gene	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chloramphenicol__chloramphenicol exporter	0.023126336586623	0.280143049756767	0.168800296791434	0.0967488778000915	0.037143807599831	0.15443474624267	0.0166232804587786	0	0.371493243095148	0	0.0173868859621273	0	0	0.0416089463894939	0	0.0397398265348624	0	0	0.0300018094091255	0.0109321271669635	0
chloramphenicol__cmlA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chloramphenicol__cmrA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chloramphenicol__floR	0	0.0466905082927946	0.0337600593582868	0	0	0.0386086865606676	0.0332465609175572	0.120753317153999	0.408642567404663	0	0	0	0	0	0	0	0	0	0	0	0.112666201559126
fosfomycin__fosA	0	0	0	0.0386995511200366	0	0.115826059682003	0.548568255139694	0.931525589473706	1.15162905359496	0	0	0	0	0	0	0	0	0	0	0.021864254333927	0
fosfomycin__fosB	0	0.0155635027642649	0	0	0	0	0	0	0.0371493243095148	0	0.0347737719242547	0	0	0	0	0	0	0	0	0	0
fosfomycin__fosC	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
fosfomycin__fosX	0	0	0	0.0386995511200366	0	0	0	0	0	0	0.0173868859621273	0	0	0	0	0	0	0	0.0150009047045627	0	0
fosmidomycin__rosA	0.138758019519738	0.0622540110570594	0.135040237433147	0.851390124640805	0.130003326599409	1.27408665650203	1.06388994936183	3.93310804444453	0.891583783428355	0	0.173868859621273	0.0900195463942063	0.0879530063568915	0.124826839168482	0.0212140684064607	0.139089392872018	0.230354083641001	0.0983703650539986	0.270016284682129	0	0.0482855149539113
fosmidomycin__rosB	0.115631682933115	0.5758496022778	0.540160949732588	2.26392374052214	0.352866172198395	5.46312914833446	2.5599851906519	12.6445973534116	14.2281912105442	0	0.399898377128929	0.0900195463942063	0.197894264303006	0.332871571115952	0.254568820877528	0.317918612278899	0.33667135301377	0.393481460215995	0.435026236432319	0.0546606358348176	0
fusaric-acid__fusB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
fusidic-acid__fusH	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
kasugamycin__kasugamycin resistance protein ksgA	0.0462526731732461	0.0778175138213243	0.185680326470577	0.483744389000458	0.0185719037999155	3.20452098453541	2.12777989872366	6.2619220181288	7.91280607792665	0	0	0	0	0	0	0	0	0	0	0.021864254333927	0
macrolide-lincosamide-streptogramin__ereA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
macrolide-lincosamide-streptogramin__ereB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
macrolide-lincosamide-streptogramin__erm(31)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
macrolide-lincosamide-streptogramin__erm(33)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
macrolide-lincosamide-streptogramin__erm(34)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
macrolide-lincosamide-streptogramin__erm(35)	0	0	0	0	0	0	0	0	0	0.0485265519094592	0	0	0	0	0	0	0	0	0	0	0
macrolide-lincosamide-streptogramin__erm(36)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
macrolide-lincosamide-streptogramin__erm(38)	0	0.0311270055285297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
macrolide-lincosamide-streptogramin__erm(39)	0	0.0311270055285297	0.0337600593582868	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
macrolide-lincosamide-streptogramin__erm(41)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
macrolide-lincosamide-streptogramin__erm(TR)	0	0	0	0	0	0	0	0	0	0.0242632759547296	0	0	0	0	0	0	0	0	0	0	0
macrolide-lincosamide-streptogramin__ermA	0	0.0155635027642649	0	0	0	0	0	0	0	0.0242632759547296	0	0	0	0	0	0	0	0	0	0	0
macrolide-lincosamide-streptogramin__ermB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
macrolide-lincosamide-streptogramin__ermC	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
macrolide-lincosamide-streptogramin__ermE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
macrolide-lincosamide-streptogramin__ermF	0	0	0	0	0	0	0	0	0	0.0727898278641887	0	0	0	0	0	0	0	0	0	0	0
macrolide-lincosamide-streptogramin__ermG	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
macrolide-lincosamide-streptogramin__ermH	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
macrolide-lincosamide-streptogramin__ermN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
macrolide-lincosamide-streptogramin__ermO	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
macrolide-lincosamide-streptogramin__ermS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
macrolide-lincosamide-streptogramin__ermT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
macrolide-lincosamide-streptogramin__ermX	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
macrolide-lincosamide-streptogramin__lmrA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
macrolide-lincosamide-streptogramin__lmrB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
macrolide-lincosamide-streptogramin__lmrP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
macrolide-lincosamide-streptogramin__lnuA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
macrolide-lincosamide-streptogramin__lnuB	0	0	0	0	0	0	0	0	0	0.0727898278641887	0	0	0	0	0	0	0	0	0	0	0
macrolide-lincosamide-streptogramin__lsa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
macrolide-lincosamide-streptogramin__macA	0.531905741492329	0.653667116099124	1.73864305695177	0.367645735640348	0.222862845598986	2.7412167458074	7.58021588920304	9.14275115594563	1.82031689116623	0	0.0173868859621273	0.0225048865985516	0	0.0416089463894939	0.0212140684064607	0.0198699132674312	0	0	0.0300018094091255	1.0494842080285	3.10636812870163
macrolide-lincosamide-streptogramin__macB	0.185010692692984	0.964937171384421	1.02968181042775	0.715941695720677	0.724304248196705	2.20069513395805	3.87322434689541	5.55465258908395	5.16375607902256	0.0242632759547296	1.06060004368977	0.315068412379722	0.329823773838343	0.540916303063421	0.424281368129214	0.596097398022936	0.974574969250388	0.68859255537799	1.2900778045924	0.393556578010686	3.60531844989204
macrolide-lincosamide-streptogramin__mefA	0	0	0.0168800296791434	0.0193497755600183	0	0	0	0	0	0.218369483592566	0	0	0	0	0	0	0	0	0	0	0
macrolide-lincosamide-streptogramin__mgtA	0	0.186762033171178	0.118160207754004	0.0193497755600183	0.0185719037999155	0	0	0	0	0	0	0	0	0	0	0	0.0531586346863848	0	0	0	0
macrolide-lincosamide-streptogramin__mphA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
macrolide-lincosamide-streptogramin__mphB	0	0	0	0	0.0185719037999155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
macrolide-lincosamide-streptogramin__mphC	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
macrolide-lincosamide-streptogramin__msrA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
macrolide-lincosamide-streptogramin__msrC	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
macrolide-lincosamide-streptogramin__oleB	0	0	0	0	0	0	0	0	0.0371493243095148	0	0	0	0	0	0	0	0	0	0	0	0
macrolide-lincosamide-streptogramin__oleD	0	0.0155635027642649	0.0168800296791434	0	0	0	0	0	0.222895945857089	0	0	0	0	0	0	0	0.0177195448954616	0	0.0150009047045627	0	0
macrolide-lincosamide-streptogramin__srmB	0	0.0155635027642649	0.0168800296791434	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0354390897909232	0	0	0	0
macrolide-lincosamide-streptogramin__tlcC	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
macrolide-lincosamide-streptogramin__vatA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
macrolide-lincosamide-streptogramin__vatB	0	0	0	0	0.0185719037999155	0	0	0	0	0.0485265519094592	0	0	0	0	0	0	0	0	0	0	0
macrolide-lincosamide-streptogramin__vatC	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
macrolide-lincosamide-streptogramin__vatD	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
macrolide-lincosamide-streptogramin__vatE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
macrolide-lincosamide-streptogramin__vatG	0	0	0	0.0193497755600183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
macrolide-lincosamide-streptogramin__vgaA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
macrolide-lincosamide-streptogramin__vgaB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
macrolide-lincosamide-streptogramin__vgaD	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
macrolide-lincosamide-streptogramin__vgaE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
macrolide-lincosamide-streptogramin__vgbA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
macrolide-lincosamide-streptogramin__vgbB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
multidrug__EmrB-QacA family major facilitator transporter	0	0	0.0168800296791434	0.0580493266800549	0.0185719037999155	0.250956462644339	0.2327259264229	1.56979312300199	0.371493243095148	0	0	0	0	0.020804473194747	0	0	0.0354390897909232	0	0	0	0
multidrug__TolC	0.485653068319084	0.638103613334859	0.945281662032029	1.19968608472113	0.185719037999155	5.84921601394113	6.69918202488778	15.5771779128659	10.9219013469974	0	0	0	0	0	0	0.0198699132674312	0.0177195448954616	0	0	0.470081468179431	5.44016801814067
multidrug__abeS	0.115631682933115	0.171198530406913	0.15192026711229	0.0193497755600183	0.0185719037999155	0.212347776083672	1.34648571716107	1.67329596627684	0.185746621547574	0	0	0	0	0	0	0	0	0	0	0.0765248901687446	0
multidrug__acrA	0.023126336586623	0.0155635027642649	0.0506400890374301	0.386995511200366	0.0742876151996621	1.4864344325857	0.914280425232823	4.15736420487339	3.45488716078488	0	0	0	0	0	0	0	0	0	0	0	0
multidrug__acrB	0.277516039039476	1.1050086962628	5.18216911149702	16.7375558594158	1.00288280519544	26.3697329209359	19.9479365505343	48.7498391824573	123.707249950684	0.0485265519094592	0.365124605204674	0.202543979386964	0.351812025427566	0.0416089463894939	0.212140684064607	0.178829219406881	0.33667135301377	0.255762949140396	0.570034378773384	0.688724011518701	0.965710299078226
multidrug__acrF	0	0.0155635027642649	0.0337600593582868	0	0	0.0965217164016689	0.166232804587786	0.810772272319707	0.297194594476118	0	0.0173868859621273	0	0	0	0	0	0.0177195448954616	0	0	0	0
multidrug__adeA	0.23126336586623	0.186762033171178	1.5192026711229	0.348295960080329	0.0557157113997466	0.289565149205007	1.08051322982061	1.84580070506827	0.408642567404663	0	0	0	0	0	0	0	0.0177195448954616	0	0	0.535674231181212	0.0160951716513038
multidrug__adeB	1.75760158058335	1.58747728195501	9.73977712486573	2.84441700732269	0.631444729197128	4.5751293574391	10.9048719809588	16.5259539762187	8.73009121273598	0	0	0	0.0219882515892229	0	0.0212140684064607	0.0198699132674312	0.0354390897909232	0.0196740730107997	0.0600036188182509	3.90276939860597	1.56123165017647
multidrug__adeC	0.23126336586623	0.186762033171178	2.1775238286095	0.948139002440897	0.16714713419924	0.617738984970681	2.90907408028626	2.08730733937627	0.445791891714178	0	0	0	0	0	0	0	0	0	0	0.62313124851692	5.00559838355547
multidrug__adeJ	2.17387563914256	1.85205682894752	13.1157830606944	3.28946184520311	0.575729017797381	7.52869387933017	30.4206032395648	21.5803428228075	3.15769256630876	0	0	0	0	0	0	0	0	0	0	6.73419033484952	125.912527828149
multidrug__adeK	0.971306136638167	0.529159093985005	5.19904914117616	1.27708518696121	0.241434749398902	2.35512988020072	8.36151007076564	6.21017059649137	2.11751148564234	0	0	0	0	0	0	0	0	0	0	1.67261545654542	26.9755076875851
multidrug__amrB	0.023126336586623	0.0933810165855891	0.0337600593582868	0.0967488778000915	0.0185719037999155	0.0193043432803338	0.265972487340458	0.172504738791427	0.445791891714178	0	0.0173868859621273	0.0225048865985516	0.0219882515892229	0	0	0.0397398265348624	0.0177195448954616	0.0393481460215995	0	0.0874570173357081	0.0482855149539113
multidrug__bicyclomycin-multidrug_efflux_protein_bcr	0	0	0.0844001483957169	0.309596408960293	0.111431422799493	0.86869544761502	0.71480105972748	3.41559382807025	4.19787364697517	0	0	0	0	0	0	0	0	0	0	0	0
multidrug__bpeE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
multidrug__bpeF	0	0.108944519349854	0.10128017807486	0.174147980040165	0.0742876151996621	0.193043432803338	0.515321694222137	0.431261846978567	0.371493243095148	0	0.104321315772764	0.0450097731971032	0.0659647547676686	0.0624134195842409	0.0212140684064607	0.0596097398022936	0.0708781795818464	0.0393481460215995	0.120007237636502	0.0437285086678541	0.225332403118253
multidrug__ceoA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
multidrug__ceoB	0.0693790097598691	0.186762033171178	0.320720563903724	0.174147980040165	0.148575230399324	0.694956358092016	2.16102645964122	0.759020850682279	1.15162905359496	0	0.226029517507655	0.112524432992758	0.0219882515892229	0.0832178927789879	0.0212140684064607	0.0794796530697248	0.0177195448954616	0.0983703650539986	0.150009047045627	0.317031687841942	0.354093776328683
multidrug__cmeA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
multidrug__cmeB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0196740730107997	0.0150009047045627	0	0
multidrug__emrA	0.0462526731732461	0.0155635027642649	0.10128017807486	0.23219730672022	0.111431422799493	2.00765170115471	1.2467460344084	5.00263742495138	6.90977432156975	0	0	0	0	0	0	0	0	0	0	0	0
multidrug__emrB	1.54946455130374	0.778175138213243	5.78985017994618	3.36686094744318	0.427153787398057	9.43982386408322	12.4840836245427	21.1663314497081	19.986336478519	0	0.0173868859621273	0	0	0	0	0.0198699132674312	0.0177195448954616	0.0196740730107997	0	2.19735756055967	28.0055986732686
multidrug__emrD	0.0925053463464921	0.0155635027642649	0.0168800296791434	0.212847531160201	0.0185719037999155	0.424695552167343	0.548568255139694	2.51856918635483	1.22592770221399	0	0	0	0	0	0	0	0	0	0	0	0
multidrug__emrE	0	0	0.0168800296791434	0.0386995511200366	0.0185719037999155	0.0193043432803338	0	0	0.0742986486190296	0	0.052160657886382	0	0	0.020804473194747	0	0.0198699132674312	0.0177195448954616	0	0	0.153049780337489	0
multidrug__emrK	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
multidrug__major_facilitator_superfamily_transporter	0.99443247322479	0.793738640977507	4.52384795401043	1.95432733156185	0.427153787398057	7.1426070137235	10.1402010798549	16.5949558717353	13.6338020215919	0	0	0	0	0	0	0	0	0	0	1.84752949121683	25.6396084405269
multidrug__mdfA	0.925053463464921	0.887119657563097	4.54072798368957	2.0123766582419	0.297150460798648	3.05008623829274	12.0020084912382	9.19450257758306	3.45488716078488	0	0.0173868859621273	0	0	0	0.0212140684064607	0.0198699132674312	0	0	0	1.94591863571951	21.615815527701
multidrug__mdtA	0.023126336586623	0	0.0337600593582868	0.0580493266800549	0.0928595189995776	0.945912820736355	0.764670901103816	2.65657297738798	2.45185540442798	0	0	0	0	0	0	0	0	0	0	0	0
multidrug__mdtB	0.578158414665576	1.01162767967722	2.95400519385009	3.34751117188317	0.91002328619586	17.7599958179071	15.0606920956534	33.9316821202737	55.3896425454866	0	0.938891841954876	0.337573298978274	0.395788528606012	0.353676044310698	0.403067299722753	0.397398265348624	0.761940430504849	0.334459241183595	0.960057901092015	1.7382082195472	6.4058783172189
multidrug__mdtC	0.0693790097598691	0.420214574635151	0.371360652941154	0.773991022400732	0.241434749398902	9.76799769984889	5.40256614910305	18.492507998441	21.6952053967566	0	0.243416403469783	0.0675146597956547	0.0659647547676686	0.124826839168482	0.0636422052193821	0.0993495663371559	0.088597724477308	0.137718511075598	0.195011761159316	0.349828069342832	0.466759977887809
multidrug__mdtD	0	0.0466905082927946	0.0675201187165735	0.503094164560476	0.037143807599831	1.44782574602503	0.797917462021373	2.84632819005855	5.20090540333207	0	0	0	0	0	0	0	0	0	0	0.0109321271669635	0
multidrug__mdtE	0.023126336586623	0.0155635027642649	0.0168800296791434	0.0580493266800549	0.0742876151996621	0.810782417774018	0.664931218351144	2.22531113040941	1.63457026961865	0	0	0	0	0	0	0	0	0	0	0.0109321271669635	0
multidrug__mdtF	0	0.0311270055285297	0	0.0386995511200366	0.0185719037999155	0.212347776083672	0.0332465609175572	0.569265638011709	0	0	0	0	0	0	0	0	0	0	0.0150009047045627	0	0
multidrug__mdtG	0	0	0.0168800296791434	0.657892369040622	0.0185719037999155	0.212347776083672	0.631684657433587	1.88030165282655	1.33737567514253	0	0	0	0	0	0	0	0	0	0	0	0
multidrug__mdtH	0.0925053463464921	0	0.0337600593582868	0.773991022400732	0.0557157113997466	0.193043432803338	0.548568255139694	1.7767988095517	1.30022635083302	0	0	0	0	0	0	0	0	0	0	0	0
multidrug__mdtK	1.22569583909102	0.653667116099124	4.96272872566815	1.5866815959215	0.37143807599831	6.0036507601838	10.2565640430664	15.4391741218327	11.256245265783	0	0	0	0	0	0	0	0	0	0	1.36651589587044	14.5661303444299
multidrug__mdtL	0.370021385385968	0.420214574635151	0.320720563903724	0.11609865336011	0.260006653198817	1.3706083729037	2.80933439753358	4.91638505555567	0.631538513261752	0	0	0	0	0	0	0	0	0	0	0.0655927630017811	0
multidrug__mdtM	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
multidrug__mdtN	0	0	0	0	0	0	0.083116402293893	0	0	0	0	0	0	0	0	0	0	0	0	0	0
multidrug__mdtO	0	0	0	0	0	0	0.0332465609175572	0	0	0	0	0	0	0	0	0	0	0	0	0	0
multidrug__mdtP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
multidrug__mepA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
multidrug__mexA	0.023126336586623	0.0155635027642649	0.185680326470577	0.0773991022400732	0	0.250956462644339	0.581814816057251	0.276007582066283	1.70886891823768	0	0	0	0	0	0	0	0	0	0	0.0655927630017811	0.708187552657366
multidrug__mexB	1.01755880981141	1.49409626536943	3.89928685588212	1.19968608472113	0.445725691197973	4.86469450664411	13.2986243670229	16.5777053978561	15.6027162099962	0	0.156481973659146	0.112524432992758	0.0219882515892229	0.0832178927789879	0.0212140684064607	0.0198699132674312	0.0708781795818464	0.0590222190323992	0.0750045235228137	3.01726709808193	27.2169352623547
multidrug__mexC	0	0.0155635027642649	0.0844001483957169	0.0386995511200366	0	1.00382585057736	0.282595767799236	0.103502843274856	0.297194594476118	0	0	0	0	0	0	0.0397398265348624	0	0	0	0.0109321271669635	0.0160951716513038
multidrug__mexD	0.0925053463464921	0.311270055285297	0.590801038770018	1.19968608472113	0.334294268398479	19.7290388325011	9.20929737416335	2.98433198109169	14.9711776967345	0	0.0347737719242547	0	0.0219882515892229	0.0624134195842409	0.0212140684064607	0.0198699132674312	0.0177195448954616	0	0.0300018094091255	0.393556578010686	0.659902037703455
multidrug__mexE	0.855674453705052	0.48246858569221	3.56168626229925	1.50928249368143	0.427153787398057	5.7140856109788	12.9661587578473	14.0591362115013	14.8968790481154	0	0	0.0225048865985516	0	0.020804473194747	0.0424281368129214	0.0596097398022936	0	0.0393481460215995	0	1.21346611553295	3.78236533805639
multidrug__mexF	0.786295443945183	3.67298665236651	11.3771400037426	12.4225559095318	2.95293270418657	40.2109470529353	71.2141334854075	54.4597460364535	182.551779656956	0	1.66914105236422	0.630136824759444	0.879530063568915	1.33148628446381	0.933419009884271	1.25180453584816	1.73651539975524	1.37718511075598	2.68516194211673	4.93038935230055	66.7949623529107
multidrug__mexG	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
multidrug__mexH	0	0	0.0337600593582868	0	0	0	0	0.0172504738791427	0	0	0	0	0	0	0	0	0	0	0	0	0
multidrug__mexI	0.323768712212722	0.202325535935443	2.46448433315493	0.522443940120494	0.0742876151996621	12.3354753561333	21.2279291458603	6.31367343976623	22.586789180185	0	0.0869344298106366	0	0.0659647547676686	0	0.0636422052193821	0.0397398265348624	0.088597724477308	0.0983703650539986	0.0300018094091255	0.798045283188337	0.0160951716513038
multidrug__mexT	0.99443247322479	1.16726270731986	7.57913332593538	5.05029142116478	0.798591863396367	14.8450399825767	29.8554117039664	21.4250885578952	62.0022222725802	0	0.0695475438485093	0.0225048865985516	0	0.0416089463894939	0.0212140684064607	0.0198699132674312	0.0177195448954616	0	0.0150009047045627	3.02819922524889	58.9566137587257
multidrug__mexW	0.416274058559214	1.13613570179133	7.2752927917108	2.26392374052214	1.05859851659518	34.1879919494711	55.5882498541556	33.4486688516577	101.491954013594	0.0242632759547296	0.399898377128929	0.112524432992758	0.0439765031784457	0.0624134195842409	0.190926615658146	0.15895930613945	0.194914993850078	0.118044438064798	0.240014475273004	1.06041633519546	30.2750178761024
multidrug__mexY	0	0.0622540110570594	0.0168800296791434	0.0580493266800549	0.0185719037999155	0.231652119364005	0.249349206881679	0.362259951461997	0.85443445911884	0	0	0	0	0	0	0	0	0	0	0.0655927630017811	0.193142059815645
multidrug__mtrE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
multidrug__multidrug_ABC_transporter	2.03511761962283	3.26833558049562	9.58785685775344	2.80571745620265	1.9129060913913	5.23147702897045	22.3583122170572	18.975521267057	6.31538513261752	0	1.06060004368977	0.382583072175377	0.285847270659897	0.540916303063421	0.403067299722753	0.576227484755504	0.744220885609387	0.550874044302392	1.24507509047871	1.90219012705165	0.72428272430867
multidrug__multidrug_transporter	2.08137029279607	4.98032088456475	20.9143567724587	19.8141701734587	3.26865506878513	52.2182485733029	96.0659377712816	83.3370393101384	183.703408710551	0.121316379773648	1.18230824542466	0.472602618569583	0.527718038141349	0.624134195842409	0.933419009884271	0.814666443964679	1.43528313653239	1.12142216161558	1.74010494572928	6.77791884351738	70.6417083775723
multidrug__norA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
multidrug__opcM	0	0	0	0	0	0.0386086865606676	0.0332465609175572	0.0172504738791427	0	0	0	0	0	0	0	0	0	0	0	0.0109321271669635	0
multidrug__opmD	0	0	0	0	0	0.86869544761502	0.448828572387022	0	0.0371493243095148	0	0	0	0	0	0	0	0	0	0	0	0
multidrug__oprA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
multidrug__oprC	0.0462526731732461	0.0933810165855891	0.10128017807486	0.0580493266800549	0.0185719037999155	0.0772173731213351	0.415582011469465	0.0862523693957135	0.148597297238059	0	0.0347737719242547	0.0675146597956547	0	0	0.0212140684064607	0	0.0354390897909232	0.0590222190323992	0.105006332931939	0.131185526003562	0.160951716513038
multidrug__oprJ	0	0.0155635027642649	0	0	0	3.37826007405841	0.0664931218351144	0.0172504738791427	0.0371493243095148	0	0	0	0	0	0	0	0	0	0	0.0109321271669635	0
multidrug__oprM	0.740042770771937	0.54472259674927	5.67168997219218	1.76082957596167	0.520013306397635	5.30869440209179	17.570807444929	10.402035749123	11.7391864818067	0	0	0	0	0	0	0.0198699132674312	0	0	0.0150009047045627	2.59091413857035	12.7634711194839
multidrug__oprN	0.115631682933115	0.342397060813827	1.62048284919776	2.43807172056231	0.185719037999155	6.44765065563148	10.8716254200412	8.79774167836278	29.5337128260643	0	0.0347737719242547	0	0	0	0	0	0	0	0	0.62313124851692	7.54863550446147
multidrug__pmrA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
multidrug__qacA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
multidrug__qacB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
multidrug__qacEdelta1	0	0	0	0	0	0	0	0	0	0.0242632759547296	0	0	0	0	0	0	0	0	0	0.0109321271669635	0.12876137321043
multidrug__qacG	0	0	0	0	0	0	0	0.0172504738791427	0.0742986486190296	0	0	0	0	0	0	0	0	0	0	0	0
multidrug__sdeY	0	0	0	0	0	0	0.0166232804587786	0.0862523693957135	0.148597297238059	0	0	0	0	0	0	0	0	0	0	0	0
multidrug__smeB	0	0.0155635027642649	0.0168800296791434	0.0193497755600183	0	0.115826059682003	0.964150266609159	3.32934145867454	0.408642567404663	0	0.0173868859621273	0	0	0.0416089463894939	0	0	0	0.0196740730107997	0.0450027141136882	0	0.0160951716513038
multidrug__smeC	0	0	0	0	0	0.0193043432803338	0.2327259264229	0.966026537231991	0	0	0	0	0	0	0	0	0	0	0	0	0
multidrug__smeD	0	0.249016044228238	0.10128017807486	0.23219730672022	0.0185719037999155	1.21617362666103	3.02543704349771	2.8290777161794	2.19181013426137	0	0.0347737719242547	0	0	0	0	0	0.0531586346863848	0	0.0300018094091255	0	0
